iter	Passed	Remaining
276	140149	871757
277	140641	871170
278	141106	870409
279	141517	869320
280	142042	868937
281	142526	868300
282	143033	867802
283	143512	867137
284	144025	866680
285	144541	866235
286	144999	865450
287	145515	865010
288	146005	864415
289	146494	863810
290	147136	864108
291	147682	863843
292	147901	861665
293	148382	861019
294	148895	860563
295	149414	860145
296	149982	859999
297	150517	859665
298	151009	859085
299	151481	858397
300	152062	858317
301	152720	858674
302	153245	858273
303	153773	857896
304	154243	857190
305	154709	856465
306	155091	855277
307	155589	854730
308	156043	853945
309	156541	853404
310	157036	852841
311	157368	851401
312	157875	850913
313	158461	850850
314	158966	850345
315	159576	850398
316	160064	849803
317	160519	849035
318	161003	848421
319	161446	847593
320	161921	846933
321	162337	845969
322	162808	845294
323	163283	844637
324	163717	843772
325	164167	842996
326	164671	842495
327	165156	841896
328	165498	840569
329	165975	839935
330	166464	839363
331	167018	839119
332	167496	838490
333	168010	838042
334	168498	837463
335	169041	837156
336	169604	836951
337	170105	836434
338	170603	835905
339	171104	835390
340	171627	834986
341	171944	833581
342	172142	831605
343	172662	831188
344	173061	830194
345	173602	829878
346	173907	828442
347	174418	827988
348	174924	827509
349	175440	827078
350	175674	825320
351	176211	824988
352	176780	824809
353	177239	824114
354	177728	823559
355	178213	822986
356	178747	822641
357	179292	822340
358	179792	821836
359	180341	821554
360	180857	821123
361	181439	820990
362	181956	820560
363	182574	820583
364	183114	820254
365	183942	821207
366	184736	822003
367	185458	822467
368	186150	822795
369	186799	822927
370	187503	823295
371	188476	824838
372	189202	825289
373	189673	824625
374	190240	824375
375	190824	824198
376	191402	823996
377	191932	823583
378	192442	823086
379	192995	822770
380	193493	822221
381	193986	821650
382	194500	821166
383	195071	820927
384	195680	820843
385	196260	820635
386	196888	820624
387	197676	821272
388	198384	821588
389	199189	822293
390	199898	822598
391	200473	822349
392	200987	821848
393	201450	821142
394	201950	820582
395	202467	820096
396	202931	819391
397	203384	818648
398	203882	818086
399	204365	817461
400	204926	817151
401	205286	816038
402	205953	816148
403	206629	816289
404	207348	816595
405	207900	816238
406	208391	815645
407	208932	815245
408	209401	814566
409	209880	813926
410	210447	813627
411	210869	812767
412	211433	812456
413	211950	811964
414	212455	811425
415	213059	811265
416	213562	810718
417	214214	810736
418	214771	810390
419	215406	810337
420	215951	809946
421	216520	809644
422	217183	809689
423	217787	809512
424	218374	809271
425	218887	808754
426	219426	808333
427	219975	807947
428	220487	807425
429	221043	807067
430	221573	806610
431	222106	806165
432	222583	805515
433	223118	805078
434	223512	804129
435	224033	803644
436	224508	802990
437	225026	802493
438	225508	801864
439	226025	801363
440	226549	800887
441	227015	800202
442	227654	800131
443	228227	799826
444	228729	799267
445	229422	799377
446	230066	799315
447	230654	799053
448	231178	798568
449	231705	798097
450	232220	797583
451	232842	797434
452	233428	797161
453	234063	797051
454	234748	797112
455	235359	796918
456	235971	796725
457	236543	796398
458	237115	796068
459	237666	795667
460	238220	795274
461	238817	795026
462	239482	794999
463	240031	794586
464	240647	794395
465	241326	794408
466	241942	794215
467	242436	793615
468	243004	793262
469	243473	792584
470	243973	792006
471	244393	791171
472	244934	790730
473	245427	790131
474	245929	789563
475	246457	789079
476	246968	788539
477	247493	788045
478	247974	787410
479	248481	786857
480	248989	786309
481	249492	785745
482	249978	785129
483	250498	784618
484	250970	783958
485	251459	783354
486	252013	782949
487	252483	782285
488	252974	781685
489	253477	781123
490	253961	780504
491	254456	779920
492	254944	779311
493	255446	778748
494	255921	778104
495	256433	777572
496	256927	776984
497	257393	776315
498	257875	775692
499	258339	775019
500	258828	774417
501	259361	773951
502	259831	773296
503	260288	772600
504	260774	771996
505	261275	771434
506	261795	770926
507	262299	770377
508	262792	769789
509	263288	769215
510	263779	768625
511	264246	767967
512	264745	767399
513	265243	766833
514	265739	766259
515	266222	765646
516	266690	764993
517	267181	764408
518	267659	763782
519	268123	763121
520	268589	762463
521	269085	761892
522	269567	761281
523	270076	760748
524	270560	760145
525	271016	759465
526	271514	758900
527	271991	758278
528	272489	757716
529	273007	757208
530	273526	756705
531	274037	756178
532	274528	755598
533	275019	755016
534	275454	754280
535	275963	753752
536	276449	753157
537	276949	752602
538	277429	751992
539	277913	751395
540	278374	750736
541	278879	750196
542	279350	749563
543	279816	748920
544	280291	748302
545	280796	747761
546	281290	747193
547	281788	746635
548	282264	746020
549	282742	745412
550	283236	744845
551	283694	744183
552	284167	743562
553	284669	743017
554	285143	742400
555	285690	741972
556	286153	741326
557	286621	740696
558	287125	740158
559	287611	739573
560	288099	738992
561	288551	738321
562	289039	737743
563	289517	737141
564	290143	736913
565	290679	736457
566	291210	735986
567	291728	735485
568	292244	734978
569	292709	734342
570	293234	733856
571	293838	733568
572	294351	733054
573	294832	732457
574	295244	731692
575	295811	731311
576	296304	730746
577	296835	730275
578	297349	729764
579	297851	729222
580	298361	728700
581	298911	728275
582	299426	727766
583	299941	727254
584	300461	726756
585	301017	726346
586	301567	725918
587	302011	725239
588	302512	724694
589	303006	724134
590	303502	723578
591	303962	722937
592	304443	722348
593	304942	721799
594	305419	721200
595	305904	720619
596	306354	719958
597	306867	719445
598	307415	719014
599	307882	718392
600	308356	717788
601	308832	717189
602	309350	716687
603	309833	716104
604	310315	715521
605	310798	714939
606	311313	714431
607	311857	713988
608	312373	713482
609	312874	712943
610	313410	712482
611	313901	711920
612	314378	711325
613	314918	710874
614	315458	710422
615	315874	709692
616	316401	709212
617	316901	708668
618	317467	708275
619	317942	707678
620	318428	707106
621	318929	706566
622	319449	706071
623	319928	705483
624	320427	704941
625	320889	704316
626	321308	703599
627	321796	703033
628	322248	702389
629	322738	701827
630	323246	701305
631	323751	700778
632	324234	700204
633	324739	699674
634	325245	699150
635	325720	698557
636	326200	697976
637	326676	697388
638	327174	696845
639	327600	696150
640	328077	695564
641	328550	694971
642	329008	694345
643	329491	693773
644	329981	693216
645	330473	692664
646	330979	692141
647	331463	691572
648	331933	690973
649	332426	690424
650	332889	689811
651	333361	689220
652	333844	688650
653	334362	688152
654	334858	687609
655	335363	687085
656	335828	686480
657	336280	685848
658	336753	685261
659	337190	684597
660	337670	684024
661	338135	683421
662	338617	682852
663	339067	682219
664	339539	681631
665	340025	681072
666	340452	680394
667	340891	679740
668	341392	679211
669	341907	678712
670	342400	678167
671	342883	677602
672	343363	677032
673	343862	676501
674	344413	676071
675	344920	675553
676	345387	674960
677	345864	674384
678	346320	673768
679	346799	673199
680	347329	672728
681	347814	672169
682	348262	671540
683	348765	671017
684	349256	670470
685	349784	669996
686	350371	669633
687	350737	668848
688	351244	668333
689	351769	667852
690	352286	667355
691	352809	666870
692	353333	666387
693	353892	665971
694	354396	665450
695	354906	664940
696	355429	664453
697	355953	663969
698	356505	663538
699	357052	663097
700	357583	662626
701	358055	662045
702	358567	661539
703	359140	661144
704	359686	660701
705	360199	660196
706	360757	659772
707	361311	659342
708	361786	658768
709	362264	658198
710	362727	657602
711	363208	657040
712	363687	656473
713	364148	655875
714	364643	655338
715	365112	654754
716	365560	654134
717	366060	653607
718	366514	652997
719	366987	652422
720	367480	651883
721	367966	651330
722	368459	650791
723	368938	650228
724	369434	649694
725	369902	649113
726	370356	648506
727	370836	647944
728	371294	647346
729	371778	646792
730	372276	646264
731	372791	645763
732	373274	645209
733	373749	644641
734	374228	644080
735	374704	643514
736	375213	643005
737	375670	642406
738	376123	641802
739	376598	641235
740	377056	640639
741	377483	639992
742	377950	639413
743	378435	638863
744	378942	638353
745	379438	637823
746	379921	637272
747	380398	636709
748	380846	636100
749	381317	635529
750	381797	634973
751	382266	634399
752	382721	633803
753	383201	633247
754	383678	632689
755	384145	632113
756	384612	631537
757	385093	630984
758	385616	630501
759	386077	629916
760	386584	629406
761	387070	628862
762	387545	628301
763	387994	627698
764	388493	627175
765	388992	626653
766	389456	626074
767	389927	625508
768	390401	624946
769	390871	624379
770	391329	623791
771	391831	623276
772	392319	622737
773	392797	622182
774	393258	621602
775	393745	621062
776	394240	620535
777	394716	619978
778	395207	619445
779	395705	618923
780	396159	618332
781	396654	617806
782	397107	617215
783	397571	616642
784	398051	616092
785	398534	615548
786	398998	614974
787	399487	614439
788	399938	613846
789	400400	613272
790	400818	612629
791	401265	612030
792	401735	611469
793	402202	610901
794	402695	610375
795	403153	609794
796	403623	609233
797	404103	608687
798	404570	608121
799	405077	607615
800	405554	607066
801	406009	606483
802	406505	605960
803	406988	605420
804	407492	604910
805	407965	604355
806	408460	603833
807	408923	603263
808	409396	602709
809	409900	602198
810	410505	601837
811	411026	601354
812	411513	600819
813	412022	600318
814	412536	599823
815	413037	599309
816	413577	598851
817	414104	598375
818	414605	597862
819	415126	597377
820	415619	596852
821	416103	596314
822	416579	595764
823	416957	595075
824	417474	594584
825	418023	594140
826	418567	593687
827	419058	593160
828	419643	592765
829	420168	592286
830	420688	591799
831	421208	591311
832	421711	590801
833	422219	590296
834	422695	589748
835	423187	589222
836	423693	588716
837	424159	588154
838	424650	587627
839	425050	586974
840	425524	586425
841	425981	585850
842	426413	585243
843	426881	584686
844	427371	584159
845	427848	583613
846	428317	583057
847	428798	582518
848	429253	581944
849	429741	581415
850	430224	580879
851	430699	580332
852	431179	579792
853	431673	579271
854	432134	578706
855	432596	578143
856	433094	577627
857	433580	577097
858	434089	576596
859	434567	576055
860	435050	575519
861	435528	574979
862	436016	574450
863	436493	573908
864	436969	573365
865	437302	572633
866	437781	572094
867	438273	571573
868	438712	570983
869	439170	570416
870	439650	569880
871	440138	569353
872	440607	568803
873	441069	568243
874	441549	567706
875	441987	567116
876	442482	566600
877	442985	566093
878	443473	565567
879	443937	565011
880	444371	564417
881	444810	563829
882	445304	563313
883	445773	562764
884	446279	562262
885	446740	561703
886	447180	561117
887	447661	560585
888	448112	560014
889	448583	559468
890	449088	558966
891	449577	558443
892	450059	557912
893	450556	557400
894	451047	556879
895	451531	556351
896	452019	555827
897	452463	555249
898	452944	554717
899	453392	554146
900	453869	553609
901	454358	553088
902	454862	552584
903	455347	552059
904	455849	551552
905	456348	551043
906	456857	550545
907	457335	550011
908	457814	549478
909	458296	548949
910	458770	548409
911	459291	547926
912	459778	547402
913	460252	546865
914	460739	546341
915	461219	545810
916	461706	545286
917	462195	544766
918	462676	544236
919	463131	543676
920	463611	543145
921	464125	542654
922	464633	542156
923	465111	541623
924	465588	541089
925	466088	540581
926	466583	540069
927	467064	539540
928	467566	539035
929	468079	538542
930	468549	538001
931	469071	537519
932	469552	536990
933	470124	536565
934	470689	536132
935	471314	535768
936	471898	535355
937	472624	535103
938	473214	534696
939	473768	534249
940	474393	533881
941	474974	533463
942	475556	533047
943	476147	532639
944	476735	532228
945	477406	531909
946	478105	531620
947	478802	531329
948	479431	530962
949	480075	530610
950	480683	530217
951	481276	529808
952	481768	529288
953	482419	528941
954	483126	528656
955	484006	528559
956	484780	528345
957	485652	528235
958	486417	528009
959	486930	527507
960	487539	527110
961	488139	526703
962	488678	526229
963	489192	525729
964	489681	525202
965	490182	524688
966	490680	524170
967	491158	523631
968	491520	522969
969	492041	522477
970	492544	521965
971	493067	521474
972	493545	520936
973	494040	520416
974	494531	519891
975	495038	519384
976	495511	518841
977	496005	518321
978	496582	517885
979	497215	517509
980	497748	517029
981	498387	516658
982	498944	516201
983	499495	515739
984	500017	515246
985	500599	514815
986	501182	514384
987	501818	514008
988	502440	513616
989	503038	513200
990	503763	512913
991	504419	512555
992	505264	512388
993	506197	512308
994	507278	512376
995	508046	512127
996	508974	512037
997	509720	511763
998	510251	511273
999	510815	510815
1000	511396	510374
1001	512041	509997
1002	512947	509878
1003	513874	509780
1004	514960	509836
1005	515875	509721
1006	516622	509440
1007	517386	509173
1008	518202	508958
1009	518953	508676
1010	520420	509096
1011	521399	509034
1012	522105	508705
1013	522801	508364
1014	523604	508128
1015	524507	507987
1016	525334	507771
1017	525936	507337
1018	526538	506903
1019	527173	506499
1020	527831	506118
1021	528460	505708
1022	529047	505258
1023	529625	504799
1024	530220	504356
1025	530960	504050
1026	531710	503753
1027	532363	503362
1028	533016	502972
1029	533662	502575
1030	534369	502235
1031	535142	501955
1032	535798	501565
1033	536428	501150
1034	537133	500805
1035	537783	500408
1036	538419	499997
1037	538992	499528
1038	539634	499122
1039	540251	498693
1040	540846	498244
1041	541459	497809
1042	542100	497401
1043	542744	496995
1044	543362	496565
1045	543945	496103
1046	544528	495640
1047	545118	495183
1048	545646	494671
1049	546234	494211
1050	546906	493828
1051	547555	493424
1052	548204	493019
1053	548845	492607
1054	549526	492230
1055	550282	491918
1056	550912	491494
1057	551491	491025
1058	551977	490472
1059	552484	489938
1060	553003	489415
1061	553547	488914
1062	554054	488381
1063	554483	487778
1064	555021	487272
1065	555519	486730
1066	556031	486201
1067	556547	485676
1068	557066	485152
1069	557602	484644
1070	558109	484111
1071	558625	483586
1072	559155	483073
1073	559668	482544
1074	560176	482012
1075	560721	481511
1076	561208	480961
1077	561722	480434
1078	562190	479868
1079	562674	479315
1080	563205	478802
1081	563684	478246
1082	564176	477700
1083	564676	477161
1084	565203	476646
1085	565641	476055
1086	566202	475568
1087	566733	475055
1088	567287	474563
1089	567897	474115
1090	568440	473613
1091	568991	473117
1092	569557	472633
1093	570098	472129
1094	570617	471606
1095	571128	471076
1096	571643	470550
1097	572158	470024
1098	572595	469434
1099	573177	468963
1100	573752	468486
1101	574292	467980
1102	574931	467555
1103	575521	467090
1104	576067	466588
1105	576613	466087
1106	577126	465559
1107	577636	465028
1108	578120	464477
1109	578672	463981
1110	579236	463493
1111	579780	462989
1112	580296	462464
1113	580775	461909
1114	581369	461446
1115	581916	460944
1116	582424	460412
1117	582912	459864
1118	583425	459336
1119	583942	458811
1120	584409	458247
1121	584909	457710
1122	585483	457230
1123	586021	456721
1124	586438	456119
1125	586973	455608
1126	587553	455132
1127	588097	454628
1128	588648	454129
1129	589204	453635
1130	589760	453140
1131	590338	452662
1132	590899	452171
1133	591561	451757
1134	592300	451400
1135	592878	450922
1136	593491	450469
1137	594100	450012
1138	594702	449551
1139	595280	449071
1140	595868	448598
1141	596416	448095
1142	596943	447576
1143	597512	447089
1144	598095	446612
1145	598700	446152
1146	599311	445695
1147	599857	445190
1148	600482	444743
1149	601118	444304
1150	601730	443847
1151	602275	443341
1152	602736	442773
1153	603346	442314
1154	603916	441826
1155	604526	441367
1156	605106	440885
1157	605691	440408
1158	606079	439786
1159	606721	439349
1160	607289	438859
1161	607850	438363
1162	608408	437865
1163	608973	437373
1164	609502	436853
1165	610073	436364
1166	610588	435835
1167	611048	435267
1168	611531	434715
1169	612028	434174
1170	612511	433622
1171	612898	433003
1172	613397	432463
1173	613914	431936
1174	614405	431391
1175	614943	430878
1176	615447	430342
1177	615957	429810
1178	616486	429292
1179	617011	428770
1180	617492	428218
1181	617963	427660
1182	618460	427119
1183	618950	426573
1184	619493	426064
1185	619972	425512
1186	620471	424972
1187	620945	424417
1188	621438	423874
1189	621906	423314
1190	622420	422785
1191	622980	422288
1192	623485	421754
1193	624001	421227
1194	624516	420699
1195	625007	420155
1196	625516	419623
1197	626055	419111
1198	626558	418576
1199	626920	417947
1200	627434	417419
1201	628011	416932
1202	628736	416544
1203	629459	416154
1204	630134	415732
1205	630756	415274
1206	631368	414809
1207	632046	414388
1208	632639	413910
1209	633323	413492
1210	633869	412983
1211	634529	412548
1212	635197	412118
1213	635734	411604
1214	636259	411081
1215	636820	410581
1216	637294	410025
1217	637821	409504
1218	638390	409010
1219	638909	408483
1220	639455	407973
1221	640019	407475
1222	640555	406959
1223	641055	406420
1224	641634	405931
1225	642194	405431
1226	642734	404917
1227	643343	404447
1228	643999	404006
1229	644586	403521
1230	645168	403033
1231	645770	402558
1232	646485	402152
1233	647159	401721
1234	647735	401228
1235	648393	400786
1236	648987	400305
1237	649633	399855
1238	650372	399461
1239	651107	399065
1240	651801	398644
1241	652787	398400
1242	653523	398002
1243	654523	397765
1244	655510	397518
1245	656257	397125
1246	657037	396751
1247	657910	396433
1248	658718	396074
1249	659584	395750
1250	660413	395403
1251	661596	395267
1252	664654	396246
1253	665750	396052
1254	666607	395715
1255	667421	395351
1256	668425	395099
1257	669151	394682
1258	670095	394392
1259	670948	394048
1260	671874	393747
1261	672469	393250
1262	673093	392771
1263	673779	392327
1264	674489	391897
1265	675204	391469
1266	675830	390989
1267	676461	390512
1268	676997	389980
1269	677535	389449
1270	678091	388929
1271	678588	388374
1272	679094	387825
1273	679621	387288
1274	680142	386747
1275	680591	386166
1276	681148	385646
1277	681665	385103
1278	682222	384583
1279	682738	384040
1280	683315	383531
1281	683861	383005
1282	684389	382468
1283	684964	381958
1284	685471	381410
1285	685985	380866
1286	686559	380354
1287	687084	379816
1288	687586	379266
1289	688115	378729
1290	688645	378195
1291	689172	377658
1292	689708	377125
1293	690196	376567
1294	690738	376039
1295	691257	375497
1296	691814	374977
1297	692343	374441
1298	692881	373910
1299	693499	373423
1300	694098	372924
1301	694708	372431
1302	695292	371925
1303	695864	371412
1304	696474	370919
1305	697046	370406
1306	697635	369901
1307	698141	369353
1308	698678	368820
1309	699183	368272
1310	699697	367728
1311	700213	367184
1312	700763	366659
1313	701232	366092
1314	701728	365539
1315	702256	365002
1316	702795	364471
1317	703332	363939
1318	703880	363413
1319	704441	362894
1320	704957	362351
1321	705482	361813
1322	706032	361288
1323	706532	360737
1324	707009	360174
1325	707517	359628
1326	708050	359094
1327	708595	358566
1328	709023	357979
1329	709562	357448
1330	710097	356916
1331	710626	356380
1332	711234	355884
1333	711937	355434
1334	712611	354971
1335	713145	354437
1336	713602	353865
1337	714158	353343
1338	714750	352838
1339	715308	352316
1340	715830	351776
1341	716477	351298
1342	717071	350793
1343	717594	350254
1344	718187	349749
1345	718739	349224
1346	719382	348743
1347	720131	348313
1348	720976	347928
1349	721605	347439
1350	722375	347018
1351	723121	346584
1352	723692	346067
1353	724240	345538
1354	724759	344996
1355	725360	344492
1356	725760	343893
1357	726279	343351
1358	726828	342823
1359	727312	342264
1360	727833	341723
1361	728373	341191
1362	728893	340649
1363	729436	340118
1364	729951	339574
1365	730493	339043
1366	731016	338503
1367	731567	337975
1368	732064	337423
1369	732577	336878
1370	733079	336329
1371	733576	335776
1372	734094	335234
1373	734771	334764
1374	735467	334303
1375	736051	333790
1376	736664	333291
1377	737208	332760
1378	737807	332254
1379	738336	331716
1380	738866	331179
1381	739412	330648
1382	740001	330138
1383	740532	329601
1384	741111	329085
1385	741726	328585
1386	742311	328072
1387	742862	327544
1388	743415	327017
1389	743963	326487
1390	744546	325973
1391	745117	325453
1392	745672	324926
1393	746275	324420
1394	746817	323888
1395	747308	323334
1396	747828	322792
1397	748367	322258
1398	748949	321743
1399	749517	321221
1400	750054	320687
1401	750539	320130
1402	751077	319596
1403	751574	319044
1404	751995	318460
1405	752512	317917
1406	753042	317380
1407	753540	316829
1408	754062	316288
1409	754512	315718
1410	755038	315179
1411	755534	314627
1412	756096	314103
1413	756630	313568
1414	757155	313029
1415	757669	312485
1416	758193	311945
1417	758738	311414
1418	759251	310870
1419	759580	310251
1420	760103	309711
1421	760637	309175
1422	761162	308637
1423	761693	308100
1424	762233	307568
1425	762784	307039
1426	763320	306505
1427	763837	305962
1428	764331	305411
1429	764840	304866
1430	765371	304329
1431	765900	303792
1432	766430	303256
1433	766955	302717
1434	767492	302183
1435	768109	301680
1436	768703	301169
1437	769510	300740
1438	770107	300229
1439	770689	299712
1440	771336	299220
1441	772105	298775
1442	773050	298398
1443	773693	297904
1444	774305	297397
1445	774927	296894
1446	775554	296393
1447	776190	295895
1448	776928	295436
1449	777719	294997
1450	778511	294557
1451	779352	294135
1452	780293	293751
1453	781045	293294
1454	781667	292789
1455	782256	292271
1456	783022	291819
1457	783695	291332
1458	784361	290842
1459	784991	290339
1460	785504	289792
1461	786165	289300
1462	786770	288787
1463	787312	288251
1464	787825	287704
1465	788339	287157
1466	788837	286605
1467	789336	286053
1468	789871	285515
1469	790385	284969
1470	790932	284434
1471	791466	283895
1472	791991	283353
1473	792527	282815
1474	793052	282273
1475	793588	281734
1476	794065	281175
1477	794561	280623
1478	795153	280104
1479	795742	279585
1480	796279	279047
1481	796816	278509
1482	797355	277972
1483	797910	277440
1484	798416	276891
1485	798933	276347
1486	799479	275812
1487	800012	275273
1488	800537	274731
1489	801076	274194
1490	801591	273648
1491	802104	273102
1492	802662	272571
1493	803219	272040
1494	803810	271521
1495	804447	271017
1496	805081	270511
1497	805845	270049
1498	806552	269568
1499	807134	269044
1500	807665	268504
1501	808222	267972
1502	808749	267430
1503	809308	266899
1504	809815	266351
1505	810322	265803
1506	810749	265228
1507	811282	264689
1508	811808	264146
1509	812321	263600
1510	812831	263053
1511	813340	262506
1512	813849	261959
1513	814368	261415
1514	814853	260860
1515	815343	260307
1516	815845	259758
1517	816382	259220
1518	816891	258673
1519	817401	258126
1520	817935	257587
1521	818435	257038
1522	818939	256489
1523	819448	255943
1524	819966	255399
1525	820452	254845
1526	820949	254295
1527	821467	253751
1528	821970	253203
1529	822467	252653
1530	822958	252101
1531	823460	251553
1532	823991	251013
1533	824524	250474
1534	825035	249929
1535	825573	249392
1536	826247	248895
1537	826869	248383
1538	827412	247847
1539	827958	247312
1540	828545	246789
1541	829157	246273
1542	829826	245775
1543	830368	245238
1544	830861	244687
1545	831355	244136
1546	831836	243582
1547	832457	243069
1548	833096	242560
1549	833670	242033
1550	834284	241517
1551	834826	240980
1552	835389	240450
1553	835876	239897
1554	836453	239370
1555	837105	238865
1556	837646	238328
1557	838175	237788
1558	838781	237269
1559	839390	236751
1560	839990	236230
1561	840593	235710
1562	841187	235187
1563	841775	234663
1564	842320	234127
1565	842917	233605
1566	843479	233073
1567	843993	232528
1568	844414	231958
1569	844966	231423
1570	845475	230877
1571	846033	230344
1572	846577	229808
1573	847086	229262
1574	847612	228720
1575	848124	228175
1576	848802	227675
1577	849396	227151
1578	849836	226587
1579	850347	226041
1580	850951	225520
1581	851739	225048
1582	852374	224535
1583	853065	224037
1584	853494	223470
1585	854137	222958
1586	854804	222453
1587	855395	221928
1588	856079	221427
1589	856710	220912
1590	857427	220419
1591	858051	219902
1592	858630	219373
1593	859206	218844
1594	859947	218356
1595	860672	217864
1596	861409	217374
1597	862123	216879
1598	862845	216385
1599	863576	215894
1600	864215	215379
1601	864762	214841
1602	865736	214408
1603	866581	213944
1604	867484	213493
1605	868685	213114
1606	869582	212660
1607	870652	212248
1608	871272	211726
1609	871992	211228
1610	872569	210694
1611	873188	210171
1612	873896	209670
1613	874512	209146
1614	875211	208641
1615	875834	208119
1616	876566	207622
1617	877391	207146
1618	878326	206697
1619	879344	206265
1620	880225	205802
1621	880804	205267
1622	881314	204717
1623	881971	204200
1624	882636	203685
1625	883350	203181
1626	883997	202662
1627	884829	202184
1628	885709	201717
1629	887057	201356
1630	887903	200880
1631	888510	200350
1632	889054	199805
1633	889674	199278
1634	890300	198752
1635	890876	198214
1636	891459	197678
1637	892023	197138
1638	892683	196619
1639	893268	196083
1640	893835	195543
1641	894434	195010
1642	895006	194471
1643	895587	193935
1644	896185	193401
1645	896742	192859
1646	897287	192314
1647	897991	191803
1648	898612	191275
1649	899182	190735
1650	899794	190204
1651	900409	189674
1652	901003	189139
1653	901590	188603
1654	902161	188063
1655	902741	187526
1656	903335	186990
1657	903929	186455
1658	904551	185926
1659	905110	185384
