iter	Passed	Remaining
1660	905657	184839
1661	906169	184287
1662	906703	183739
1663	907232	183191
1664	907789	182648
1665	908280	182092
1666	908823	181546
1667	909361	181000
1668	909906	180454
1669	910430	179905
1670	910959	179357
1671	911510	178813
1672	912061	178268
1673	912520	177707
1674	913010	177151
1675	913668	176628
1676	914305	176100
1677	914859	175557
1678	915378	175006
1679	915882	174453
1680	916674	173955
1681	917328	173430
1682	917898	172889
1683	918336	172324
1684	918904	171783
1685	919452	171238
1686	920016	170696
1687	920542	170147
1688	921200	169623
1689	921717	169072
1690	922362	168545
1691	923082	168031
1692	923616	167483
1693	924165	166938
1694	924952	166436
1695	925776	165941
1696	926339	165398
1697	926921	164858
1698	927472	164313
1699	928173	163795
1700	928888	163279
1701	929564	162755
1702	930290	162240
1703	931198	161757
1704	932246	161297
1705	932984	160783
1706	934124	160338
1707	935003	159848
1708	935852	159352
1709	936904	158890
1710	937935	158423
1711	939305	158013
1712	939968	157484
1713	940538	156939
1714	941115	156395
1715	941704	155853
1716	942307	155313
1717	943060	154798
1718	943687	154261
1719	944445	153746
1720	945025	153202
1721	945819	152693
1722	946326	152137
1723	946891	151590
1724	947518	151053
1725	948146	150516
1726	948920	150003
1727	949549	149466
1728	950140	148923
1729	950619	148362
1730	951393	147847
1731	951939	147297
1732	952510	146751
1733	953144	146214
1734	953829	145685
1735	954470	145149
1736	955070	144607
1737	955736	144075
1738	956389	143540
1739	957009	143001
1740	957540	142448
1741	958117	141902
1742	958733	141362
1743	959382	140826
1744	960476	140356
1745	961258	139839
1746	961902	139302
1747	962471	138754
1748	963074	138211
1749	963671	137667
1750	964279	137124
1751	964848	136576
1752	965471	136036
1753	966023	135485
1754	966518	134927
1755	966960	134361
1756	967462	133803
1757	967950	133244
1758	968454	132687
1759	968979	132133
1760	969385	131563
1761	969890	131006
1762	970482	130461
1763	971066	129915
1764	971598	129362
1765	972207	128820
1766	972694	128261
1767	973199	127704
1768	973673	127144
1769	974243	126596
1770	974920	126062
1771	975472	125512
1772	976171	124980
1773	976785	124438
1774	977362	123890
1775	977940	123343
1776	978380	122779
1777	978900	122224
1778	979399	121668
1779	979933	121115
1780	980446	120560
1781	980967	120006
1782	981477	119450
1783	982014	118898
1784	982530	118344
1785	983081	117793
1786	983700	117251
1787	984226	116697
1788	984903	116162
1789	985442	115610
1790	986027	115064
1791	986686	114526
1792	987206	113971
1793	987878	113435
1794	988446	112886
1795	988935	112328
1796	989470	111776
1797	990008	111224
1798	990551	110673
1799	991162	110129
1800	991721	109579
1801	992292	109031
1802	992775	108472
1803	993331	107922
1804	993999	107385
1805	994642	106844
1806	995406	106316
1807	996199	105791
1808	996959	105262
1809	997902	104752
1810	998714	104228
1811	999456	103696
1812	1000016	103145
1813	1000596	102597
1814	1001115	102042
1815	1001680	101491
1816	1002322	100949
1817	1002982	100408
1818	1003601	99863
1819	1004093	99305
1820	1004750	98764
1821	1005258	98208
1822	1005987	97674
1823	1006551	97123
1824	1007090	96570
1825	1007631	96017
1826	1008263	95473
1827	1008777	94917
1828	1009346	94367
1829	1009941	93819
1830	1010641	93281
1831	1011294	92738
1832	1011837	92185
1833	1012378	91632
1834	1012928	91080
1835	1013536	90533
1836	1014085	89981
1837	1014600	89426
1838	1015133	88872
1839	1015696	88321
1840	1016232	87768
1841	1016756	87213
1842	1017303	86661
1843	1017801	86104
1844	1018289	85547
1845	1018815	84993
1846	1019203	84427
1847	1019734	83874
1848	1020328	83325
1849	1020869	82773
1850	1021471	82225
1851	1022053	81675
1852	1022625	81125
1853	1023147	80571
1854	1023695	80019
1855	1024232	79466
1856	1024738	78910
1857	1025285	78358
1858	1025817	77805
1859	1026258	77245
1860	1026744	76688
1861	1027248	76133
1862	1027747	75577
1863	1028242	75021
1864	1028711	74464
1865	1029213	73909
1866	1029740	73355
1867	1030236	72800
1868	1030706	72243
1869	1031187	71686
1870	1031690	71132
1871	1032174	70576
1872	1032698	70022
1873	1033204	69468
1874	1033735	68915
1875	1034221	68360
1876	1034699	67803
1877	1035185	67248
1878	1035685	66693
1879	1036191	66139
1880	1036693	65585
1881	1037176	65030
1882	1037695	64477
1883	1038231	63925
1884	1038722	63370
1885	1039182	62813
1886	1039687	62260
1887	1040171	61705
1888	1040660	61150
1889	1041148	60595
1890	1041639	60041
1891	1042035	59481
1892	1042551	58929
1893	1043040	58375
1894	1043542	57821
1895	1044046	57268
1896	1044586	56717
1897	1045087	56163
1898	1045591	55610
1899	1046127	55059
1900	1046668	54508
1901	1047171	53955
1902	1047655	53401
1903	1048137	52847
1904	1048655	52295
1905	1049160	51742
1906	1049638	51188
1907	1050121	50634
1908	1050625	50082
1909	1051127	49529
1910	1051608	48976
1911	1052030	48419
1912	1052551	47868
1913	1053062	47316
1914	1053527	46762
1915	1053989	46208
1916	1054505	45656
1917	1054944	45101
1918	1055434	44549
1919	1055874	43994
1920	1056399	43443
1921	1056896	42891
1922	1057394	42339
1923	1057893	41787
1924	1058402	41236
1925	1058843	40682
1926	1059346	40130
1927	1059769	39576
1928	1060244	39024
1929	1060766	38473
1930	1061267	37922
1931	1061755	37370
1932	1062241	36818
1933	1062753	36267
1934	1063227	35715
1935	1063741	35165
1936	1064205	34612
1937	1064673	34060
1938	1065194	33510
1939	1065706	32959
1940	1066212	32409
1941	1066698	31858
1942	1067199	31307
1943	1067674	30756
1944	1068166	30205
1945	1068629	29653
1946	1069115	29102
1947	1069595	28551
1948	1070023	27999
1949	1070529	27449
1950	1071190	26903
1951	1071807	26355
1952	1072334	25806
1953	1072952	25258
1954	1073620	24712
1955	1074214	24164
1956	1074820	23616
1957	1075434	23068
1958	1076056	22520
1959	1076650	21972
1960	1077275	21424
1961	1077845	20875
1962	1078485	20328
1963	1079123	19780
1964	1079738	19231
1965	1080374	18684
1966	1081067	18136
1967	1081791	17590
1968	1082415	17041
1969	1083203	16495
1970	1083771	15945
1971	1084311	15395
1972	1085085	14849
1973	1085693	14299
1974	1086333	13751
1975	1086932	13201
1976	1087604	12652
1977	1088227	12103
1978	1088737	11553
1979	1089312	11003
1980	1089845	10452
1981	1090378	9902
1982	1091049	9353
1983	1091598	8803
1984	1092116	8252
1985	1092631	7702
1986	1093130	7151
1987	1093560	6600
1988	1094056	6050
1989	1094567	5500
1990	1095076	4950
1991	1095569	4399
1992	1096064	3849
1993	1096556	3299
1994	1097046	2749
1995	1097448	2199
1996	1097977	1649
1997	1098561	1099
1998	1099092	549
1999	1099666	0
