iter	Logloss
251	0.2281148852
252	0.2281087043
253	0.2281087031
254	0.2281005735
255	0.228089438
256	0.2280813961
257	0.2280686035
258	0.2280414054
259	0.2280330543
260	0.2280214121
261	0.2280093947
262	0.228000531
263	0.227997485
264	0.2279896113
265	0.2279844505
266	0.2279784458
267	0.2279703858
268	0.2279597078
269	0.2279410711
270	0.2279166132
271	0.2279112193
272	0.2278903338
273	0.2278830687
274	0.2278756051
275	0.2278654121
276	0.227860326
277	0.227854556
278	0.2278215879
279	0.2278125606
280	0.2278041292
281	0.2277842394
282	0.2277777709
283	0.2277730379
284	0.2277617443
285	0.227750583
286	0.2277312523
287	0.2277235937
288	0.2277110046
289	0.2277039127
290	0.2276954738
291	0.2276874685
292	0.2276757376
293	0.2276675882
294	0.2276548887
295	0.2276484853
296	0.2276424267
297	0.2276322595
298	0.2276246839
299	0.2276172717
300	0.22760971
301	0.2276014477
302	0.2275911581
303	0.2275857744
304	0.2275692188
305	0.2275618298
306	0.2275468852
307	0.2275403243
308	0.2275343998
309	0.227528186
310	0.2275153198
311	0.2275098147
312	0.2275088264
313	0.2274914156
314	0.2274822668
315	0.2274651531
316	0.2274600428
317	0.2274421312
318	0.2274338811
319	0.2274244029
320	0.2274197895
321	0.2274103442
322	0.2273946963
323	0.2273786786
324	0.2273672829
325	0.227356294
326	0.2273487363
327	0.2273397537
328	0.2273339774
329	0.2273263065
330	0.2273101406
331	0.2273073168
332	0.2272989506
333	0.2272934577
334	0.2272853527
335	0.2272781446
336	0.2272750544
337	0.2272672932
338	0.227259897
339	0.2272444045
340	0.2272376767
341	0.2272176183
342	0.2272103124
343	0.2271974894
344	0.2271926424
345	0.227191811
346	0.2271851256
347	0.2271747617
348	0.2271660559
349	0.2271623742
350	0.2271606112
351	0.227151385
352	0.2271374396
353	0.2271303494
354	0.2271230523
355	0.2271170195
356	0.2271109387
357	0.227105755
358	0.2271008182
359	0.2270909876
360	0.2270846032
361	0.2270797963
362	0.2270749161
363	0.2270710771
364	0.2270563001
365	0.2270448132
366	0.2270369082
367	0.2270288615
368	0.2270260339
369	0.2270119316
370	0.2270023162
371	0.2269919231
372	0.2269812174
373	0.2269754596
374	0.2269661656
375	0.2269569234
376	0.2269509761
377	0.2269451558
378	0.2269366809
379	0.226927305
380	0.2269149264
381	0.2269075831
382	0.2269016037
383	0.2268960291
384	0.2268911101
385	0.2268852682
386	0.2268809588
387	0.2268729805
388	0.2268669395
389	0.2268597672
390	0.2268573182
391	0.2268536984
392	0.2268459964
393	0.2268407042
394	0.2268343676
395	0.2268288227
396	0.2268203726
397	0.2268143204
398	0.22680307
399	0.226799929
400	0.226798989
401	0.2267924072
402	0.2267877107
403	0.226781272
404	0.2267751173
405	0.2267667515
406	0.2267651965
407	0.2267585241
408	0.2267477072
409	0.2267386368
410	0.2267290608
411	0.2267098555
412	0.2267014214
413	0.2266966495
414	0.2266943646
415	0.2266877571
416	0.2266801032
417	0.2266729782
418	0.226668804
419	0.2266595701
420	0.2266532263
421	0.2266469892
422	0.2266463461
423	0.2266351284
424	0.2266206493
425	0.226616771
426	0.2266116829
427	0.2266025623
428	0.2265842945
429	0.22657947
430	0.2265716471
431	0.2265678951
432	0.2265609084
433	0.2265570388
434	0.2265456888
435	0.2265392614
436	0.2265324906
437	0.2265250851
438	0.2265181623
439	0.2265164907
440	0.2265100996
441	0.226503546
442	0.2264988611
443	0.2264935626
444	0.2264836914
445	0.2264767062
446	0.2264661912
447	0.2264602157
448	0.2264556083
449	0.2264506278
450	0.2264475172
451	0.2264380497
452	0.2264301732
453	0.2264209236
454	0.2264129047
455	0.2264109545
456	0.2264048797
457	0.2264003922
458	0.2263921259
459	0.2263883799
460	0.2263804892
461	0.2263745522
462	0.2263731546
463	0.2263669008
464	0.2263608093
465	0.2263547531
466	0.2263486862
467	0.2263396622
468	0.2263323092
469	0.2263312455
470	0.2263218212
471	0.2263143745
472	0.2263088352
473	0.2263026636
474	0.2262896416
475	0.2262727247
476	0.2262640214
477	0.22625838
478	0.2262534001
479	0.2262482831
480	0.2262414212
481	0.2262334288
482	0.2262259798
483	0.2262188323
484	0.2262096932
485	0.2262019566
486	0.2261956595
487	0.2261895748
488	0.2261839031
489	0.2261753814
490	0.2261680898
491	0.226163888
492	0.2261558352
493	0.226153386
494	0.2261474578
495	0.226140677
496	0.2261335351
497	0.2261191627
498	0.2261106085
499	0.2261034618
500	0.2260960662
501	0.2260885611
502	0.2260858284
503	0.2260681647
504	0.2260612647
505	0.2260429209
506	0.2260388114
507	0.2260336765
508	0.2260320434
509	0.2260239355
510	0.226017069
511	0.2260111704
512	0.2259947102
513	0.2259874143
514	0.2259845285
515	0.2259814965
516	0.2259776751
517	0.2259716897
518	0.2259706546
519	0.2259629659
520	0.2259571105
521	0.2259514695
522	0.2259444102
523	0.2259429798
524	0.2259348502
525	0.2259317602
526	0.2259262773
527	0.2259203705
528	0.2259137376
529	0.2259076769
530	0.2259010433
531	0.2258951497
532	0.225889326
533	0.2258802245
534	0.2258772467
535	0.2258706966
536	0.2258620702
537	0.2258548777
538	0.2258488622
539	0.2258434625
540	0.22583637
541	0.225829973
542	0.2258218374
543	0.2258166794
544	0.2258122696
545	0.2258069795
546	0.2257997895
547	0.2257985231
548	0.2257965385
549	0.2257899757
550	0.2257853145
551	0.2257796347
552	0.2257745732
553	0.2257675473
554	0.2257616278
555	0.2257468639
556	0.2257417195
557	0.2257355764
558	0.2257305876
559	0.2257243877
560	0.2257225701
561	0.2257221614
562	0.2257169164
563	0.2257084998
564	0.2257017575
565	0.2256950031
566	0.2256906111
567	0.2256834069
568	0.2256701402
569	0.225665254
570	0.225659536
571	0.2256530617
572	0.2256471655
573	0.2256420002
574	0.2256355198
575	0.2256344005
576	0.2256276269
577	0.2256229609
578	0.225619471
579	0.2256115602
580	0.2256008853
581	0.2255952235
582	0.2255895593
583	0.2255811849
584	0.2255752993
585	0.2255704086
586	0.2255687424
587	0.2255629606
588	0.2255563599
589	0.2255515891
590	0.2255441368
591	0.2255379148
592	0.2255337929
593	0.2255292655
594	0.2255276363
595	0.2255230425
596	0.2255152536
597	0.2255092788
598	0.2255026431
599	0.2254916586
600	0.2254867386
601	0.2254815526
602	0.2254766269
603	0.2254698328
604	0.225463425
605	0.2254623391
606	0.2254559943
607	0.2254511477
608	0.2254477581
609	0.2254418217
610	0.2254360311
611	0.225433656
612	0.2254252248
613	0.2254206451
614	0.2254184579
615	0.225417075
616	0.2254107697
617	0.2254058626
618	0.225400394
619	0.225394794
620	0.2253896897
621	0.2253861325
622	0.2253801758
623	0.2253689675
624	0.2253611604
625	0.2253546673
626	0.2253456076
627	0.2253396246
628	0.2253330824
629	0.2253285707
630	0.2253236154
631	0.2253187333
632	0.2253149275
633	0.2253108465
634	0.2253067346
635	0.2253001454
636	0.225297936
637	0.2252943739
638	0.2252886336
639	0.225286847
640	0.225281706
641	0.2252753779
642	0.2252718125
643	0.2252678934
644	0.2252639871
645	0.2252606464
646	0.2252563622
647	0.2252501442
648	0.2252439624
649	0.2252389337
650	0.2252375065
651	0.2252356869
652	0.2252319466
653	0.2252226148
654	0.2252167513
655	0.2252126019
656	0.2252093413
657	0.2252065805
658	0.2252032429
659	0.2252018777
660	0.225198791
661	0.2251955521
662	0.2251876565
663	0.2251812172
664	0.2251780056
665	0.2251747553
666	0.2251695312
667	0.2251649073
668	0.2251593735
669	0.2251534405
670	0.2251466609
671	0.2251391814
672	0.2251337407
673	0.2251297286
674	0.2251245093
675	0.2251213392
676	0.225114795
677	0.2251103205
678	0.2251043082
679	0.2250977347
680	0.2250939835
681	0.2250876334
682	0.2250821227
683	0.225077133
684	0.2250729703
685	0.2250675765
686	0.2250618603
687	0.2250568015
688	0.225048806
689	0.2250441054
690	0.2250377327
691	0.2250308589
692	0.2250253694
693	0.2250210347
694	0.2250148093
695	0.2250087741
696	0.2250035923
697	0.224998082
698	0.2249908762
699	0.2249850745
700	0.2249765137
701	0.2249706954
702	0.2249654858
703	0.224960145
704	0.2249560782
705	0.2249542124
706	0.2249519261
707	0.2249473987
708	0.2249436953
709	0.2249396421
710	0.2249363256
711	0.224932717
712	0.2249293377
713	0.2249248354
714	0.2249194916
715	0.2249152003
716	0.2249120653
717	0.2249116896
718	0.2249052666
719	0.2249016217
720	0.2248952672
721	0.224888835
722	0.2248805235
723	0.224876082
724	0.224870684
725	0.2248660459
726	0.2248610363
727	0.2248579253
728	0.2248507242
729	0.2248467114
730	0.2248434308
731	0.2248367485
732	0.2248317534
733	0.2248267863
734	0.2248229007
735	0.2248208909
736	0.2248158467
737	0.2248085477
738	0.2248010486
739	0.2247946515
740	0.2247883008
741	0.2247842227
742	0.2247774055
743	0.2247770112
744	0.2247722967
745	0.2247668479
746	0.2247615126
747	0.2247587466
748	0.2247531435
749	0.2247497129
750	0.2247449271
751	0.2247403067
752	0.224737057
753	0.2247344803
754	0.224728979
755	0.2247208016
756	0.2247163183
757	0.2247124881
758	0.2247084916
759	0.2247011957
760	0.224700706
761	0.2246950399
762	0.2246888849
763	0.2246846232
764	0.2246798648
765	0.2246790237
766	0.2246785719
767	0.2246739321
768	0.2246688865
769	0.2246632445
770	0.2246606718
771	0.2246547365
772	0.2246513884
773	0.224647615
774	0.2246416414
775	0.2246338548
776	0.2246289002
777	0.2246231056
778	0.2246227977
779	0.2246188552
780	0.2246116583
781	0.2246093821
782	0.2246057955
783	0.2246009562
784	0.2245910111
785	0.2245853841
786	0.2245847822
787	0.2245818451
788	0.224577011
789	0.2245704555
790	0.2245631182
791	0.224556565
792	0.2245519887
793	0.2245479871
794	0.2245434597
795	0.2245430927
796	0.2245378809
797	0.2245322806
798	0.2245267893
799	0.2245225645
800	0.224514559
801	0.2245115157
802	0.224508138
803	0.2245021218
804	0.2244976911
805	0.2244935339
806	0.2244888468
807	0.2244826636
808	0.224480698
809	0.2244742494
810	0.2244703148
811	0.2244657172
812	0.2244625917
813	0.2244575367
814	0.2244524756
815	0.2244478928
816	0.2244441979
817	0.2244384559
818	0.2244348414
819	0.2244290762
820	0.2244227061
821	0.2244183389
822	0.2244135034
823	0.2244081927
824	0.2244044221
825	0.2243987274
826	0.224394914
827	0.2243910224
828	0.2243820623
829	0.2243785341
830	0.2243728718
831	0.224372766
832	0.2243724015
833	0.2243674222
834	0.2243669277
835	0.2243619129
836	0.2243563012
837	0.224351124
838	0.224344985
839	0.2243399619
840	0.2243341245
841	0.2243285593
842	0.2243230588
843	0.2243223569
844	0.2243174873
845	0.2243085449
846	0.2243024698
847	0.2242983456
848	0.2242917943
849	0.2242880375
850	0.2242835996
851	0.2242803959
852	0.2242748706
853	0.2242702545
854	0.2242691638
855	0.2242650151
856	0.2242604316
857	0.2242573635
858	0.2242526114
859	0.2242479728
860	0.2242422175
861	0.2242383328
862	0.2242323277
863	0.2242267573
864	0.2242230786
865	0.2242185352
866	0.2242153571
867	0.2242092815
868	0.2242031905
869	0.224196152
870	0.2241953548
871	0.2241947663
872	0.224188021
873	0.2241830294
874	0.2241799186
875	0.2241745591
876	0.224169469
877	0.2241646894
878	0.2241595446
879	0.2241565954
880	0.2241530913
881	0.2241482583
882	0.2241433401
883	0.2241375283
884	0.2241303042
885	0.2241243403
886	0.2241201978
887	0.2241147494
888	0.2241089075
889	0.224104956
890	0.2241039033
891	0.2240967701
892	0.2240918495
893	0.2240878032
894	0.2240860737
895	0.2240809873
896	0.2240782159
897	0.2240775821
898	0.2240712515
899	0.2240654394
900	0.2240598866
901	0.2240552116
902	0.2240507743
903	0.2240479014
904	0.2240465817
905	0.2240390865
906	0.2240334587
907	0.224032918
908	0.2240311643
909	0.2240259016
910	0.2240242482
911	0.2240192667
912	0.2240147062
913	0.2240111493
914	0.2240092753
915	0.2240033169
916	0.2239987053
917	0.2239940134
918	0.2239875434
919	0.2239822456
920	0.2239777933
921	0.2239730884
922	0.223968598
923	0.2239642682
924	0.223958278
925	0.2239537826
926	0.223947727
927	0.2239437365
928	0.223940135
929	0.223935037
930	0.2239349147
931	0.2239344453
932	0.223932677
933	0.2239259566
934	0.2239222811
935	0.223919801
936	0.2239133316
937	0.2239077605
938	0.2239006409
939	0.2238954613
940	0.2238921353
941	0.2238854117
942	0.2238812644
943	0.2238782253
944	0.2238724204
945	0.2238716365
946	0.22386824
947	0.223867994
948	0.2238647443
949	0.2238576575
950	0.2238544188
951	0.223853419
952	0.2238530318
953	0.2238484807
954	0.2238426503
955	0.2238383765
956	0.2238347081
957	0.2238305181
958	0.223825295
959	0.2238207394
960	0.2238161594
961	0.2238116796
962	0.2238045187
963	0.2238001021
964	0.2237970988
965	0.2237924502
966	0.2237902282
967	0.2237856787
968	0.2237820991
969	0.2237786761
970	0.2237712879
971	0.2237662022
972	0.2237635806
973	0.2237633309
974	0.2237614307
975	0.2237575354
976	0.223753085
977	0.2237494396
978	0.2237483026
979	0.223744457
980	0.2237385188
981	0.2237330967
982	0.2237280317
983	0.2237229741
984	0.2237203893
985	0.2237144628
986	0.223711271
987	0.2237083116
988	0.2237051856
989	0.2237030016
990	0.2236996603
991	0.2236958868
992	0.2236912652
993	0.2236854199
994	0.223680214
995	0.223676016
996	0.2236723932
997	0.2236717408
998	0.2236673187
999	0.2236635268
